<<<<<<< HEAD:nflscraping/working_files/scores_prep.csv
,season,week,awayteam,hometeam,awayscore,homescore,idgame,score_abs,winner_home,winner_away
445,2020,6,Jets,Dolphins,0,24,401220124,24,1,0
446,2019,6,Washington,Dolphins,17,16,401128121,-1,0,1
447,2019,6,Eagles,Vikings,20,38,401128123,18,1,0
448,2019,6,Saints,Jaguars,13,6,401128116,-7,0,1
449,2017,7,Saints,Packers,26,17,400951585,-9,0,1
450,2017,7,Jaguars,Colts,27,0,400951589,-27,0,1
451,2017,7,Cardinals,Rams,0,33,400951593,33,1,0
452,2021,6,Dolphins,Jaguars,20,23,401326325,3,1,0
453,2021,6,Packers,Bears,24,14,401326413,-10,0,1
454,2021,6,Bengals,Lions,34,11,401326414,-23,0,1
455,2020,6,Packers,Buccaneers,10,38,401220331,28,1,0
456,2020,6,Rams,49ers,16,24,401220353,8,1,0
457,2020,6,Chiefs,Bills,26,17,401220117,-9,0,1
458,2019,6,Bengals,Ravens,17,23,401128105,6,1,0
459,2019,6,49ers,Rams,20,7,401128128,-13,0,1
460,2019,6,Falcons,Cardinals,33,34,401128126,1,1,0
461,2017,7,Jets,Dolphins,28,31,400951598,3,1,0
462,2017,7,Ravens,Vikings,16,24,400951603,8,1,0
463,2017,7,Cowboys,49ers,40,10,400951619,-30,0,1
464,2021,6,Texans,Colts,3,31,401326415,28,1,0
465,2021,6,Rams,Giants,38,11,401326416,-27,0,1
466,2021,6,Chiefs,Washington,31,13,401326417,-18,0,1
467,2020,6,Cardinals,Cowboys,38,10,401220245,-28,0,1
468,2019,6,Titans,Broncos,0,16,401128129,16,1,0
469,2019,6,Cowboys,Jets,22,24,401128130,2,1,0
470,2019,6,Steelers,Chargers,24,17,401128131,-7,0,1
471,2019,6,Lions,Packers,22,23,401128132,1,1,0
472,2017,7,Seahawks,Giants,24,7,400951628,-17,0,1
473,2017,7,Bengals,Steelers,14,29,400951609,15,1,0
474,2017,7,Broncos,Chargers,0,21,400951624,21,1,0
475,2017,7,Falcons,Patriots,7,23,400951638,16,1,0
476,2021,6,Vikings,Panthers,34,28,401326412,-6,0,1
477,2021,6,Chargers,Ravens,6,34,401326411,28,1,0
478,2021,6,Cardinals,Browns,37,14,401326418,-23,0,1
479,2017,7,Washington,Eagles,24,34,400951641,10,1,0
480,2021,6,Raiders,Broncos,34,24,401326419,-10,0,1
481,2021,6,Cowboys,Patriots,35,29,401326420,-6,0,1
482,2021,6,Seahawks,Steelers,20,23,401326421,3,1,0
483,2021,6,Bills,Titans,31,34,401326422,3,1,0
484,2020,7,Giants,Eagles,21,22,401220259,1,1,0
485,2020,7,Lions,Falcons,23,22,401220310,-1,0,1
486,2020,7,Browns,Bengals,37,34,401220155,-3,0,1
487,2020,7,Steelers,Titans,27,24,401249063,-3,0,1
488,2020,7,Panthers,Saints,24,27,401220322,3,1,0
489,2020,7,Bills,Jets,18,10,401220138,-8,0,1
490,2020,7,Cowboys,Washington,3,25,401220266,22,1,0
491,2020,7,Packers,Texans,35,20,401220183,-15,0,1
492,2020,7,Buccaneers,Raiders,45,20,401220232,-25,0,1
493,2020,7,Chiefs,Broncos,43,16,401220210,-27,0,1
494,2021,7,Broncos,Browns,14,17,401326423,3,1,0
495,2020,7,49ers,Patriots,33,6,401220136,-27,0,1
496,2020,7,Jaguars,Chargers,29,39,401220241,10,1,0
497,2020,7,Seahawks,Cardinals,34,37,401220338,3,1,0
498,2021,7,Washington,Packers,10,24,401326425,14,1,0
499,2021,7,Chiefs,Titans,3,27,401326429,24,1,0
500,2021,7,Falcons,Dolphins,30,28,401326426,-2,0,1
501,2020,7,Bears,Rams,10,24,401220351,14,1,0
502,2021,7,Jets,Patriots,13,54,401326427,41,1,0
503,2021,7,Panthers,Giants,3,25,401326428,22,1,0
504,2021,7,Bengals,Ravens,41,17,401326424,-24,0,1
505,2021,7,Eagles,Raiders,22,33,401326431,11,1,0
506,2021,7,Lions,Rams,19,28,401326430,9,1,0
507,2021,7,Texans,Cardinals,5,31,401326432,26,1,0
508,2021,7,Bears,Buccaneers,3,38,401326433,35,1,0
509,2021,7,Colts,49ers,30,18,401326434,-12,0,1
510,2021,7,Saints,Seahawks,13,10,401326435,-3,0,1
511,2019,7,Chiefs,Broncos,30,6,401127902,-24,0,1
512,2019,7,Rams,Falcons,37,10,401127940,-27,0,1
513,2019,7,Dolphins,Bills,21,31,401127942,10,1,0
514,2019,7,Jaguars,Bengals,27,17,401127945,-10,0,1
515,2019,7,Vikings,Lions,42,30,401127947,-12,0,1
516,2019,7,Raiders,Packers,24,42,401127949,18,1,0
517,2019,7,Texans,Colts,23,30,401127951,7,1,0
518,2019,7,Cardinals,Giants,27,21,401127974,-6,0,1
519,2017,8,Dolphins,Ravens,0,40,400951670,40,1,0
520,2019,7,49ers,Washington,9,0,401127977,-9,0,1
521,2019,7,Chargers,Titans,20,23,401127979,3,1,0
522,2019,7,Saints,Bears,36,25,401127982,-11,0,1
523,2017,8,Vikings,Browns,33,16,400951683,-17,0,1
524,2017,8,Raiders,Bills,14,34,400951706,20,1,0
525,2017,8,Colts,Bengals,23,24,400951711,1,1,0
526,2019,7,Ravens,Seahawks,30,16,401127985,-14,0,1
527,2019,7,Eagles,Cowboys,10,37,401127987,27,1,0
528,2019,7,Patriots,Jets,33,0,401127894,-33,0,1
529,2017,8,Chargers,Patriots,13,21,400951715,8,1,0
530,2017,8,Bears,Saints,12,20,400951717,8,1,0
531,2017,8,Falcons,Jets,25,20,400951721,-5,0,1
532,2019,8,Washington,Vikings,9,19,401127905,10,1,0
533,2018,8,Dolphins,Texans,23,42,401030703,19,1,0
534,2017,8,49ers,Eagles,10,33,400951723,23,1,0
535,2017,8,Panthers,Buccaneers,17,3,400951725,-14,0,1
536,2017,8,Texans,Seahawks,38,41,400951729,3,1,0
537,2017,8,Cowboys,Washington,33,19,400951732,-14,0,1
538,2019,8,Seahawks,Falcons,27,20,401128035,-7,0,1
539,2019,8,Eagles,Bills,31,13,401128037,-18,0,1
540,2019,8,Chargers,Bears,17,16,401128039,-1,0,1
541,2018,8,Eagles,Jaguars,24,18,401030699,-6,0,1
542,2018,8,Jets,Bears,10,24,401030747,14,1,0
543,2018,8,Buccaneers,Bengals,34,37,401030744,3,1,0
544,2021,8,Packers,Cardinals,24,21,401326436,-3,0,1
545,2017,8,Steelers,Lions,20,15,400951736,-5,0,1
546,2017,8,Broncos,Chiefs,19,29,400951737,10,1,0
547,2019,8,Giants,Lions,26,31,401128042,5,1,0
548,2019,8,Buccaneers,Titans,23,27,401128048,4,1,0
549,2019,8,Broncos,Colts,13,15,401128051,2,1,0
550,2018,8,Seahawks,Lions,28,14,401030740,-14,0,1
551,2018,8,Broncos,Chiefs,23,30,401030707,7,1,0
552,2018,8,Washington,Giants,20,13,401030735,-7,0,1
553,2021,8,Panthers,Falcons,19,13,401326437,-6,0,1
554,2021,8,Dolphins,Bills,11,26,401326438,15,1,0
555,2021,8,49ers,Bears,33,22,401326439,-11,0,1
556,2020,8,Falcons,Panthers,25,17,401220314,-8,0,1
557,2017,9,Bills,Jets,21,34,400951743,13,1,0
558,2019,8,Bengals,Rams,10,24,401127912,14,1,0
559,2019,8,Cardinals,Saints,9,31,401128046,22,1,0
560,2019,8,Jets,Jaguars,15,29,401128045,14,1,0
561,2018,8,Browns,Steelers,18,33,401030731,15,1,0
562,2018,8,Ravens,Panthers,21,36,401030849,15,1,0
563,2018,8,Colts,Raiders,42,28,401030749,-14,0,1
564,2021,8,Steelers,Browns,15,10,401326440,-5,0,1
565,2021,8,Eagles,Lions,44,6,401326441,-38,0,1
566,2021,8,Titans,Colts,34,31,401326443,-3,0,1
567,2020,8,Patriots,Bills,21,24,401220115,3,1,0
568,2020,8,Titans,Bengals,20,31,401220158,11,1,0
569,2020,8,Raiders,Browns,16,6,401220169,-10,0,1
570,2017,9,Ravens,Titans,20,23,400951761,3,1,0
571,2017,9,Buccaneers,Saints,10,30,400951755,20,1,0
572,2017,9,Rams,Giants,51,17,400951758,-34,0,1
573,2019,8,Panthers,49ers,13,51,401128050,38,1,0
574,2019,8,Browns,Patriots,13,27,401127895,14,1,0
575,2019,8,Raiders,Texans,24,27,401128043,3,1,0
576,2018,8,Packers,Rams,27,29,401030780,2,1,0
577,2018,8,49ers,Cardinals,15,18,401030772,3,1,0
578,2018,8,Saints,Vikings,30,20,401030786,-10,0,1
579,2021,8,Bengals,Jets,31,34,401326444,3,1,0
580,2021,8,Rams,Texans,38,22,401326442,-16,0,1
581,2021,8,Patriots,Chargers,27,24,401326445,-3,0,1
582,2020,8,Colts,Lions,41,21,401220288,-20,0,1
583,2020,8,Vikings,Packers,28,22,401220292,-6,0,1
584,2020,8,Jets,Chiefs,9,35,401220222,26,1,0
585,2017,9,Broncos,Eagles,23,51,400951760,28,1,0
586,2017,9,Falcons,Panthers,17,20,400951749,3,1,0
587,2017,9,Bengals,Jaguars,7,23,400951753,16,1,0
588,2019,8,Packers,Chiefs,31,24,401128073,-7,0,1
589,2019,8,Dolphins,Steelers,14,27,401128074,13,1,0
590,2018,8,Patriots,Bills,25,6,401030789,-19,0,1
591,2021,8,Jaguars,Seahawks,7,31,401326446,24,1,0
592,2021,8,Washington,Broncos,10,17,401326447,7,1,0
593,2021,8,Buccaneers,Saints,27,36,401326448,9,1,0
594,2020,8,Rams,Dolphins,17,28,401220127,11,1,0
595,2020,8,Steelers,Ravens,28,24,401220148,-4,0,1
596,2020,8,Chargers,Broncos,30,31,401220212,1,1,0
597,2017,9,Colts,Texans,20,14,400951751,-6,0,1
598,2017,9,Cardinals,49ers,20,10,400951763,-10,0,1
599,2017,9,Washington,Seahawks,17,14,400951765,-3,0,1
600,2021,8,Cowboys,Vikings,20,16,401326449,-4,0,1
601,2021,8,Giants,Chiefs,17,20,401326450,3,1,0
602,2020,8,Saints,Bears,26,23,401220277,-3,0,1
603,2020,8,49ers,Seahawks,27,37,401220361,10,1,0
604,2020,8,Cowboys,Eagles,9,23,401220258,14,1,0
605,2017,9,Chiefs,Cowboys,17,28,400951786,11,1,0
606,2017,9,Raiders,Dolphins,27,24,400951787,-3,0,1
607,2017,9,Lions,Packers,30,17,400951790,-13,0,1
608,2020,9,Packers,49ers,34,17,401220359,-17,0,1
609,2020,8,Buccaneers,Giants,25,23,401220257,-2,0,1
610,2020,9,Broncos,Falcons,27,34,401220311,7,1,0
611,2020,9,Seahawks,Bills,34,44,401220120,10,1,0
612,2020,9,Bears,Titans,17,24,401220207,7,1,0
613,2018,10,Panthers,Steelers,21,52,401030729,31,1,0
614,2020,9,Ravens,Colts,24,10,401220189,-14,0,1
615,2020,9,Panthers,Chiefs,31,33,401220224,2,1,0
616,2020,9,Lions,Vikings,20,34,401220299,14,1,0
617,2018,10,Lions,Bears,22,34,401030810,12,1,0
618,2018,10,Saints,Bengals,51,14,401030752,-37,0,1
619,2018,10,Falcons,Browns,16,28,401030754,12,1,0
620,2020,9,Giants,Washington,23,20,401220267,-3,0,1
621,2020,9,Texans,Jaguars,27,25,401220194,-2,0,1
622,2020,9,Raiders,Chargers,31,26,401220236,-5,0,1
623,2020,9,Steelers,Cowboys,24,19,401220248,-5,0,1
624,2018,9,Raiders,49ers,3,34,401030767,31,1,0
625,2018,10,Patriots,Titans,10,34,401030821,24,1,0
626,2018,10,Jaguars,Colts,26,29,401030766,3,1,0
627,2018,10,Cardinals,Chiefs,14,26,401030815,12,1,0
628,2020,9,Dolphins,Cardinals,34,31,401220342,-3,0,1
629,2020,9,Saints,Buccaneers,38,3,401220330,-35,0,1
630,2020,9,Patriots,Jets,30,27,401220140,-3,0,1
631,2018,9,Bears,Bills,41,9,401030769,-32,0,1
632,2018,9,Chiefs,Browns,37,21,401030814,-16,0,1
633,2018,9,Jets,Dolphins,6,13,401030816,7,1,0
634,2018,9,Lions,Vikings,9,24,401030822,15,1,0
635,2018,10,Bills,Jets,41,10,401030853,-31,0,1
636,2018,10,Washington,Buccaneers,16,3,401030828,-13,0,1
637,2018,10,Chargers,Raiders,20,6,401030859,-14,0,1
638,2018,9,Falcons,Washington,38,14,401030826,-24,0,1
639,2018,9,Buccaneers,Panthers,28,42,401030811,14,1,0
640,2018,9,Steelers,Ravens,23,16,401030819,-7,0,1
641,2018,10,Dolphins,Packers,12,31,401030756,19,1,0
642,2018,10,Seahawks,Rams,31,36,401030865,5,1,0
643,2018,10,Cowboys,Eagles,27,20,401030869,-7,0,1
644,2018,9,Texans,Broncos,19,17,401030829,-2,0,1
645,2018,9,Chargers,Seahawks,25,17,401030852,-8,0,1
646,2018,9,Rams,Saints,35,45,401030855,10,1,0
647,2018,10,Giants,49ers,27,23,401030873,-4,0,1
648,2018,9,Packers,Patriots,17,31,401030858,14,1,0
649,2018,9,Titans,Cowboys,28,14,401030862,-14,0,1
650,2019,9,49ers,Cardinals,28,25,401127908,-3,0,1
651,2019,9,Texans,Jaguars,26,3,401127936,-23,0,1
652,2019,9,Washington,Bills,9,24,401128076,15,1,0
653,2019,9,Vikings,Chiefs,23,26,401128079,3,1,0
654,2019,9,Jets,Dolphins,18,26,401128080,8,1,0
655,2019,9,Bears,Eagles,14,22,401128082,8,1,0
656,2019,9,Colts,Steelers,24,26,401128083,2,1,0
657,2019,9,Titans,Panthers,20,30,401128078,10,1,0
658,2019,9,Lions,Raiders,24,31,401128085,7,1,0
659,2019,9,Buccaneers,Seahawks,34,40,401128087,6,1,0
660,2019,9,Browns,Broncos,19,24,401128088,5,1,0
661,2019,9,Packers,Chargers,11,26,401128090,15,1,0
662,2019,9,Patriots,Ravens,20,37,401127899,17,1,0
663,2019,9,Cowboys,Giants,37,18,401128091,-19,0,1
664,2021,9,Jets,Colts,30,45,401326451,15,1,0
665,2021,9,Browns,Bengals,41,16,401326454,-25,0,1
666,2021,9,Broncos,Cowboys,30,16,401326455,-14,0,1
667,2021,9,Texans,Dolphins,9,17,401326457,8,1,0
668,2017,10,Seahawks,Cardinals,22,16,400951553,-6,0,1
669,2021,9,Falcons,Saints,27,25,401326458,-2,0,1
670,2021,9,Raiders,Giants,16,23,401326459,7,1,0
671,2021,9,Patriots,Panthers,24,6,401326453,-18,0,1
672,2017,10,Saints,Bills,47,10,400951555,-37,0,1
673,2017,10,Packers,Bears,23,16,400951559,-7,0,1
674,2017,10,Browns,Lions,24,38,400951563,14,1,0
675,2017,10,Bengals,Titans,20,24,400951656,4,1,0
676,2021,9,Bills,Jaguars,6,9,401326456,3,1,0
677,2021,9,Vikings,Ravens,31,34,401326452,3,1,0
678,2021,9,Chargers,Eagles,27,24,401326460,-3,0,1
679,2017,10,Steelers,Colts,20,17,400951565,-3,0,1
680,2017,10,Jets,Buccaneers,10,15,400951653,5,1,0
681,2017,10,Vikings,Washington,38,30,400951658,-8,0,1
682,2021,9,Packers,Chiefs,7,13,401326461,6,1,0
683,2021,9,Cardinals,49ers,31,17,401326462,-14,0,1
684,2021,9,Titans,Rams,28,16,401326463,-12,0,1
685,2017,10,Chargers,Jaguars,17,20,400951648,3,1,0
686,2017,10,Texans,Rams,7,33,400951663,26,1,0
687,2017,10,Cowboys,Falcons,7,27,400951686,20,1,0
688,2021,9,Bears,Steelers,27,29,401326464,2,1,0
689,2017,10,Giants,49ers,21,31,400951688,10,1,0
690,2017,10,Patriots,Broncos,41,16,400951690,-25,0,1
691,2017,10,Dolphins,Panthers,21,45,400951693,24,1,0
692,2020,10,Colts,Titans,34,17,401220203,-17,0,1
693,2019,10,Chargers,Raiders,24,26,401127907,2,1,0
694,2020,10,Texans,Browns,7,10,401220165,3,1,0
695,2020,10,Washington,Lions,27,30,401220289,3,1,0
696,2020,10,Jaguars,Packers,20,24,401220295,4,1,0
697,2019,10,Lions,Bears,13,20,401127911,7,1,0
698,2019,10,Ravens,Bengals,49,13,401127934,-36,0,1
699,2019,10,Bills,Browns,16,19,401127939,3,1,0
700,2019,10,Chiefs,Titans,32,35,401127981,3,1,0
701,2020,10,Eagles,Giants,17,27,401220251,10,1,0
702,2020,10,Buccaneers,Panthers,46,23,401220368,-23,0,1
703,2020,10,Broncos,Raiders,12,37,401220226,25,1,0
704,2019,10,Falcons,Saints,26,9,401127948,-17,0,1
705,2019,10,Giants,Jets,27,34,401127952,7,1,0
706,2019,10,Cardinals,Buccaneers,27,30,401127976,3,1,0
707,2020,10,Chargers,Dolphins,21,29,401220126,8,1,0
708,2020,10,Bills,Cardinals,30,32,401220341,2,1,0
709,2020,10,Seahawks,Rams,16,23,401220346,7,1,0
710,2019,10,Dolphins,Colts,16,12,401127986,-4,0,1
711,2019,10,Panthers,Packers,16,24,401127944,8,1,0
712,2019,10,Rams,Steelers,12,17,401127989,5,1,0
713,2019,10,Vikings,Cowboys,28,24,401128041,-4,0,1
714,2020,10,49ers,Saints,13,27,401220327,14,1,0
715,2020,10,Bengals,Steelers,10,36,401220171,26,1,0
716,2020,10,Ravens,Patriots,17,23,401220137,6,1,0
717,2019,10,Seahawks,49ers,27,24,401127992,-3,0,1
718,2020,10,Vikings,Bears,19,13,401220276,-6,0,1
719,2021,10,Ravens,Dolphins,10,22,401326465,12,1,0
720,2021,10,Falcons,Cowboys,3,43,401326466,40,1,0
721,2021,10,Saints,Titans,21,23,401326471,2,1,0
722,2021,10,Jaguars,Colts,17,23,401326467,6,1,0
723,2021,10,Browns,Patriots,7,45,401326468,38,1,0
724,2021,10,Bills,Jets,45,17,401326469,-28,0,1
725,2021,10,Buccaneers,Washington,19,29,401326472,10,1,0
726,2021,10,Panthers,Cardinals,34,10,401326473,-24,0,1
727,2021,10,Vikings,Chargers,27,20,401326474,-7,0,1
728,2021,10,Eagles,Broncos,30,13,401326475,-17,0,1
729,2021,10,Seahawks,Packers,0,17,401326476,17,1,0
730,2021,10,Chiefs,Raiders,41,14,401326477,-27,0,1
731,2021,10,Rams,49ers,10,31,401326478,21,1,0
732,2020,11,Cardinals,Seahawks,21,28,401220360,7,1,0
733,2020,11,Eagles,Browns,17,22,401220167,5,1,0
734,2020,11,Falcons,Saints,9,24,401220321,15,1,0
735,2020,11,Bengals,Washington,9,20,401220272,11,1,0
736,2020,11,Lions,Panthers,0,20,401220318,20,1,0
737,2020,11,Steelers,Jaguars,27,3,401220198,-24,0,1
738,2020,11,Titans,Ravens,30,24,401220150,-6,0,1
739,2020,11,Patriots,Texans,20,27,401220185,7,1,0
740,2020,11,Dolphins,Broncos,13,20,401220214,7,1,0
741,2020,11,Jets,Chargers,28,34,401220238,6,1,0
742,2020,11,Packers,Colts,31,34,401220191,3,1,0
743,2020,11,Cowboys,Vikings,31,28,401220305,-3,0,1
744,2020,11,Chiefs,Raiders,35,31,401220227,-4,0,1
745,2020,11,Rams,Buccaneers,27,24,401220335,-3,0,1
746,2017,11,Titans,Steelers,17,40,400951698,23,1,0
747,2017,11,Lions,Bears,27,24,400951701,-3,0,1
748,2017,11,Jaguars,Browns,19,7,400951769,-12,0,1
749,2017,11,Ravens,Packers,23,0,400951703,-23,0,1
750,2017,11,Buccaneers,Dolphins,30,20,400981391,-10,0,1
751,2018,11,Packers,Seahawks,24,27,401030878,3,1,0
752,2017,11,Rams,Vikings,7,24,400951775,17,1,0
753,2017,11,Washington,Saints,31,34,400951780,3,1,0
754,2017,11,Chiefs,Giants,9,12,400951783,3,1,0
755,2018,11,Cowboys,Falcons,22,19,401030929,-3,0,1
756,2018,11,Panthers,Lions,19,20,401030910,1,1,0
757,2018,11,Titans,Colts,10,38,401030922,28,1,0
758,2017,11,Cardinals,Texans,21,31,400951771,10,1,0
759,2017,11,Bills,Chargers,24,54,400951807,30,1,0
760,2017,11,Bengals,Broncos,20,17,400951810,-3,0,1
761,2018,11,Buccaneers,Giants,35,38,401030952,3,1,0
762,2018,11,Texans,Washington,23,21,401030966,-2,0,1
763,2018,11,Steelers,Jaguars,20,16,401030971,-4,0,1
764,2018,11,Bengals,Ravens,21,24,401030894,3,1,0
765,2017,11,Patriots,Raiders,33,8,400951815,-25,0,1
766,2017,11,Eagles,Cowboys,37,9,400951817,-28,0,1
767,2017,11,Falcons,Seahawks,34,31,400951818,-3,0,1
768,2018,11,Raiders,Cardinals,23,21,401030970,-2,0,1
769,2018,11,Broncos,Chargers,23,22,401030969,-1,0,1
770,2018,11,Eagles,Saints,7,48,401030963,41,1,0
771,2018,11,Vikings,Bears,20,25,401030903,5,1,0
772,2018,11,Chiefs,Rams,51,54,401030972,3,1,0
773,2019,11,Steelers,Browns,7,21,401128044,14,1,0
774,2019,11,Cowboys,Lions,35,27,401128052,-8,0,1
775,2019,11,Jaguars,Colts,13,33,401128075,20,1,0
776,2019,11,Bills,Dolphins,37,20,401128077,-17,0,1
777,2019,11,Broncos,Vikings,23,27,401128081,4,1,0
778,2019,11,Saints,Buccaneers,34,17,401128084,-17,0,1
779,2019,11,Jets,Washington,34,17,401128086,-17,0,1
780,2019,11,Falcons,Panthers,29,3,401128049,-26,0,1
781,2019,11,Texans,Ravens,7,41,401128047,34,1,0
782,2019,11,Cardinals,49ers,26,36,401128089,10,1,0
783,2019,11,Bengals,Raiders,10,17,401128092,7,1,0
784,2019,11,Patriots,Eagles,17,10,401127897,-7,0,1
785,2019,11,Bears,Rams,7,17,401128133,10,1,0
786,2019,11,Chiefs,Chargers,24,17,401128134,-7,0,1
787,2017,12,Vikings,Lions,30,23,400951569,-7,0,1
788,2017,12,Chargers,Cowboys,28,6,400951573,-22,0,1
789,2017,12,Giants,Washington,10,20,400951577,10,1,0
790,2021,11,Patriots,Falcons,25,0,401326479,-25,0,1
791,2018,12,Bears,Lions,23,16,401030905,-7,0,1
792,2017,12,Buccaneers,Falcons,20,34,400951586,14,1,0
793,2017,12,Browns,Bengals,16,30,400951588,14,1,0
794,2017,12,Titans,Colts,20,16,400951591,-4,0,1
795,2021,11,Colts,Bills,41,15,401326480,-26,0,1
796,2021,11,Ravens,Bears,16,13,401326482,-3,0,1
797,2021,11,Lions,Browns,10,13,401326483,3,1,0
798,2018,12,Washington,Cowboys,23,31,401030925,8,1,0
799,2018,12,Falcons,Saints,17,31,401030923,14,1,0
800,2018,12,Jaguars,Bills,21,24,401030919,3,1,0
801,2017,12,Bills,Chiefs,16,10,400951595,-6,0,1
802,2017,12,Dolphins,Patriots,17,35,400951600,18,1,0
803,2017,12,Panthers,Jets,35,27,400951606,-8,0,1
804,2021,11,Texans,Titans,22,13,401326488,-9,0,1
805,2021,11,Packers,Vikings,31,34,401326485,3,1,0
806,2021,11,Dolphins,Jets,24,17,401326486,-7,0,1
807,2020,12,Texans,Lions,41,25,401220287,-16,0,1
808,2018,12,Browns,Bengals,35,20,401030921,-15,0,1
809,2018,12,Patriots,Jets,27,13,401030904,-14,0,1
810,2018,12,Giants,Eagles,22,25,401030914,3,1,0
811,2017,12,Bears,Eagles,3,31,400951610,28,1,0
812,2017,12,Seahawks,49ers,24,13,400951618,-11,0,1
813,2017,12,Broncos,Raiders,14,21,400951629,7,1,0
814,2021,11,Saints,Eagles,29,40,401326487,11,1,0
815,2021,11,Washington,Panthers,27,21,401326481,-6,0,1
816,2021,11,49ers,Jaguars,30,10,401326484,-20,0,1
817,2020,12,Washington,Cowboys,41,16,401220244,-25,0,1
818,2020,12,Raiders,Falcons,6,43,401220312,37,1,0
819,2020,12,Chargers,Bills,17,27,401220118,10,1,0
820,2018,12,49ers,Buccaneers,9,27,401030902,18,1,0
821,2018,12,Seahawks,Panthers,30,27,401030920,-3,0,1
822,2018,12,Raiders,Ravens,17,34,401030916,17,1,0
823,2017,12,Saints,Rams,20,26,400951614,6,1,0
824,2017,12,Jaguars,Cardinals,24,27,400951622,3,1,0
825,2017,12,Packers,Steelers,28,31,400951633,3,1,0
826,2021,11,Bengals,Raiders,32,13,401326489,-19,0,1
827,2021,11,Cowboys,Chiefs,9,19,401326490,10,1,0
828,2021,11,Cardinals,Seahawks,23,13,401326491,-10,0,1
829,2020,12,Giants,Bengals,19,17,401220160,-2,0,1
830,2020,12,Titans,Colts,45,26,401220188,-19,0,1
831,2020,12,Panthers,Vikings,27,28,401220302,1,1,0
832,2018,12,Cardinals,Chargers,10,45,401030912,35,1,0
833,2018,12,Steelers,Broncos,17,24,401030911,7,1,0
834,2018,12,Dolphins,Colts,24,27,401030906,3,1,0
835,2017,12,Texans,Ravens,16,23,400951640,7,1,0
836,2021,11,Steelers,Chargers,37,41,401326492,4,1,0
837,2021,11,Giants,Buccaneers,10,30,401326493,20,1,0
838,2020,12,Cardinals,Patriots,17,20,401220135,3,1,0
839,2020,12,Dolphins,Jets,20,3,401220139,-17,0,1
840,2020,12,Browns,Jaguars,27,25,401220197,-2,0,1
841,2018,12,Packers,Vikings,17,24,401030908,7,1,0
842,2018,12,Titans,Texans,17,34,401030762,17,1,0
843,2020,12,Saints,Broncos,31,3,401220215,-28,0,1
844,2020,12,49ers,Rams,23,20,401220345,-3,0,1
845,2020,12,Chiefs,Buccaneers,27,24,401220333,-3,0,1
846,2020,12,Bears,Packers,25,41,401220290,16,1,0
847,2020,12,Seahawks,Eagles,23,17,401220262,-6,0,1
848,2020,12,Ravens,Steelers,14,19,401220170,5,1,0
849,2019,12,Colts,Texans,17,20,401127865,3,1,0
850,2019,12,Buccaneers,Falcons,35,22,401127870,-13,0,1
851,2019,12,Broncos,Bills,3,20,401127872,17,1,0
852,2019,12,Giants,Bears,14,19,401127914,5,1,0
853,2019,12,Steelers,Bengals,16,10,401127918,-6,0,1
854,2019,12,Dolphins,Browns,24,41,401127919,17,1,0
855,2019,12,Panthers,Saints,31,34,401127922,3,1,0
856,2019,12,Raiders,Jets,3,34,401127924,31,1,0
857,2019,12,Seahawks,Eagles,17,9,401128008,-8,0,1
858,2019,12,Lions,Washington,16,19,401127996,3,1,0
859,2019,12,Jaguars,Titans,20,42,401128000,22,1,0
860,2019,12,Cowboys,Patriots,9,13,401127957,4,1,0
861,2019,12,Packers,49ers,8,37,401128004,29,1,0
862,2019,12,Ravens,Rams,45,6,401128012,-39,0,1
863,2019,13,Bears,Lions,24,20,401128015,-4,0,1
864,2019,13,Bills,Cowboys,26,15,401128017,-11,0,1
865,2019,13,Saints,Falcons,26,18,401128022,-8,0,1
866,2019,13,Jets,Bengals,6,22,401128057,16,1,0
867,2021,12,Bears,Lions,16,14,401326494,-2,0,1
868,2019,13,Titans,Colts,31,17,401128058,-14,0,1
869,2019,13,Eagles,Dolphins,31,37,401128070,6,1,0
870,2019,13,Packers,Giants,31,13,401128095,-18,0,1
871,2021,12,Raiders,Cowboys,36,33,401326495,-3,0,1
872,2021,12,Bills,Saints,31,6,401326496,-25,0,1
873,2021,12,Steelers,Bengals,10,41,401326497,31,1,0
874,2019,13,Browns,Steelers,13,20,401128107,7,1,0
875,2019,13,Washington,Panthers,29,21,401128032,-8,0,1
876,2019,13,Buccaneers,Jaguars,28,11,401128063,-17,0,1
877,2019,13,49ers,Ravens,17,20,401128027,3,1,0
878,2020,13,Saints,Falcons,21,16,401220307,-5,0,1
879,2021,12,Buccaneers,Colts,38,31,401326499,-7,0,1
880,2021,12,Panthers,Dolphins,10,33,401326501,23,1,0
881,2021,12,Titans,Patriots,13,36,401326502,23,1,0
882,2019,13,Rams,Cardinals,34,7,401128100,-27,0,1
883,2019,13,Chargers,Broncos,20,23,401128104,3,1,0
884,2019,13,Raiders,Chiefs,9,40,401128067,31,1,0
885,2020,13,Lions,Bears,34,30,401220274,-4,0,1
886,2020,13,Browns,Titans,41,35,401220205,-6,0,1
887,2020,13,Bengals,Dolphins,7,19,401220129,12,1,0
888,2021,12,Eagles,Giants,7,13,401326503,6,1,0
889,2021,12,Falcons,Jaguars,21,14,401326500,-7,0,1
890,2021,12,Jets,Texans,21,14,401326498,-7,0,1
891,2019,13,Patriots,Texans,22,28,401127967,6,1,0
892,2019,13,Vikings,Seahawks,30,37,401128112,7,1,0
